ObjectId,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,AUTO_UNIQUE_ID_2021-09-27_fhernandez_UI_SNAP_Locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
56141,"Fresh World Herndon, Inc.",1070 Elden St,,Herndon,VA,20170,3803,FAIRFAX,133,USCGeocoder,15.6245,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8520.712637,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.96599534,-77.39690762,Exact
56218,The Fresh Market 124,150 Branch Rd SE,,Vienna,VA,22180,4714,FAIRFAX,134,USCGeocoder,15.6207,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16252.18225,ArealInterpolationGeometricCentroid,Parcel,93.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.90611224,-77.25702065,Relaxed
56547,Walgreens 11525,9372 Richmond Hwy,,Lorton,VA,22079,1827,FAIRFAX,135,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1689.762346,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.70673824,-77.20503427,Relaxed
56551,Gilgamesh 426,6430 Brandon Ave,,Springfield,VA,22150,2513,FAIRFAX,136,USCGeocoder,78.1246,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9348.694068,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.78000672,-77.18320858,Exact
56915,Aldi 53,13920A Lee Jackson Memorial Hwy,,Chantilly,VA,20151,3202,FAIRFAX,137,USCGeocoder,46.8732,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8740.929034,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.89281499,-77.42781112,Exact
57674,Halalco Supermarket,5912 Leesburg Pike,,Falls Church,VA,22041,2202,FAIRFAX,138,USCGeocoder,31.2402,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3886.598062,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85398361,-77.13571541,Relaxed
57772,Mobil Braddock Rd 11030,4133 Braddock Rd,,Alexandria,VA,22312,1020,FAIRFAX,139,USCGeocoder,15.624,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2253.477623,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.83220347,-77.15184255,Relaxed
59615,Kare Baltena International Market,503 S Pickett St,,Alexandria,VA,22304,4707,ALEXANDRIA,140,USCGeocoder,31.25,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5440.025477,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80724577,-77.12909797,Exact
59866,GIANT FOOD 747,1450 Northpoint Village Ctr,,Reston,VA,20194,1190,FAIRFAX,141,USCGeocoder,93.7381,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8320069.155,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,38.980241,-77.339946,Relaxed;Soundex
60182,SAFEWAY  1417,9881 Georgetown Pike,,Great Falls,VA,22066,2617,FAIRFAX,142,USCGeocoder,31.2492,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4734.133098,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.99786104,-77.28793879,Exact
60186,SAFEWAY 2616,3043 Nutley St,,Fairfax,VA,22031,1931,FAIRFAX,143,USCGeocoder,15.6272,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1340.4889,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.87209811,-77.26309415,Relaxed
60582,SAFEWAY  1048,1525 Wilson Blvd,,Arlington,VA,22209,2411,ARLINGTON,144,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6858.323317,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.89509531,-77.07531665,Exact
60635,SAFEWAY  4002,5727 Burke Centre Pkwy,,Burke,VA,22015,2204,FAIRFAX,145,USCGeocoder,31.2541,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6811.168337,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.79859645,-77.32168944,Exact
61378,Freshfarm Rosslyn Market,1201 Wilson Blvd,,Arlington,VA,22209,2304,ARLINGTON,146,USCGeocoder,15.6275,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1523.768586,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.895181,-77.07080973,Exact
61693,GLEBE MARKET,300 N Glebe Rd,,Arlington,VA,22203,3308,ARLINGTON,147,USCGeocoder,15.6226,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1888.383497,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.87383341,-77.10520168,Exact
61695,SAFEWAY  4007,3713 Lee Hwy,,Arlington,VA,22207,3720,ARLINGTON,148,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12345.32045,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.89667294,-77.10539737,Exact
61971,SAFEWAY  0005,11120 South Lakes Dr,,Reston,VA,20191,4327,FAIRFAX,149,USCGeocoder,15.6235,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6095.648851,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.9395116,-77.32876034,Exact
62405,Otncp Thursday Farmers & Artisans Market NA,901 N Royal St,,Alexandria,VA,22314,1527,ALEXANDRIA,150,USCGeocoder,31.2525,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2862.829687,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81370974,-77.04159471,Exact
62526,WHOLE FOODS MARKET 10061,11660 Plaza America Dr,,Reston,VA,20190,4700,FAIRFAX,151,USCGeocoder,109.3752,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,17446.63958,LinearInterpolationAddressRange,StreetSegment,91.71597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.95204683,-77.34759104,Relaxed;Soundex
63002,7-eleven 40060a 40060A,2601 Quincy Adams Dr,,Herndon,VA,20171,2540,FAIRFAX,152,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3802.902276,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.92552635,-77.37657485,Relaxed
63187,SAFEWAY 1462,5821 Crossroads Center Way,,Falls Church,VA,22041,2307,FAIRFAX,153,USCGeocoder,46.8668,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6753.78484,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85248074,-77.13018903,Relaxed
63263,Food Lion 1322,3059 Centreville Rd,,Herndon,VA,20171,3709,FAIRFAX,154,USCGeocoder,15.6356,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6252.572428,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.9222127,-77.41726672,Relaxed
63813,SAFEWAY  1431,12200 W Ox Rd,,Fairfax,VA,22033,,FAIRFAX,155,USCGeocoder,109.3702,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19769530.29,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,38.879674,-77.388079,Relaxed;Soundex
65219,Afghan Market LLC,5715 Edsall Rd,,Alexandria,VA,22304,4711,ALEXANDRIA,156,USCGeocoder,15.6279,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4401.066525,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80777362,-77.13043488,Exact
66008,GIANT FOOD 232,5870 Kingstowne Blvd,,Alexandria,VA,22315,5798,FAIRFAX,157,USCGeocoder,31.2612,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10357.88179,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.77111288,-77.13649339,Relaxed
66806,WHOLE FOODS MARKET 10042,2700 Wilson Blvd,,Arlington,VA,22201,3804,ARLINGTON,158,USCGeocoder,15.6137,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1236.925709,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.88923972,-77.0908958,Exact
67110,AFGHAN MINI MARKET,6566 Backlick Rd,,Springfield,VA,22150,2801,FAIRFAX,159,USCGeocoder,31.2587,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12175.95289,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.77625961,-77.183785,Exact
67677,WHOLE FOODS MARKET 10049,7511 Leesburg Pike,,Falls Church,VA,22043,2105,FAIRFAX,160,USCGeocoder,15.6236,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4462.692134,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.90377782,-77.20449148,Relaxed
67688,Madina Grocery,376 Elden St,,Herndon,VA,20170,4818,FAIRFAX,161,USCGeocoder,15.6251,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3092.389757,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.96764584,-77.37424622,Exact
67797,Showa Baltena,3813B S George Mason Dr,,Falls Church,VA,22041,3763,FAIRFAX,162,USCGeocoder,0,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2795.463165,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84173248,-77.11922825,Relaxed
68478,Food Star,5521 Leesburg Pike,,Falls Church,VA,22041,3100,FAIRFAX,163,USCGeocoder,15.6255,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6141.115014,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.84761302,-77.12381112,Relaxed
69536,CVS Pharmacy 10320,3401 Charles St,,Falls Church,VA,22041,1901,FAIRFAX,164,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,852.080691,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.85338313,-77.13556655,Relaxed
70182,Leyu Market,5820 Seminary Rd,Ste E,Falls Church,VA,22041,3045,FAIRFAX,165,USCGeocoder,15.6186,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8436.952103,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.84738195,-77.12777931,Relaxed
70969,Trader Joe's 654,14100 Lee Hwy,,Centreville,VA,20120,1913,FAIRFAX,166,USCGeocoder,15.6249,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,37648.54485,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.83976016,-77.43320745,Exact
71546,MIKES Q MART,2266 Huntington Ave,,Alexandria,VA,22303,1508,FAIRFAX,167,USCGeocoder,31.2524,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4957.048074,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.7939553,-77.06992897,Relaxed
72306,Target Store 1893,5115 Leesburg Pike,,Falls Church,VA,22041,3231,FAIRFAX,168,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,43770.66854,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.84495528,-77.11810989,Relaxed
72312,Target Store 1827,14391 Chantilly Crossing Ln,,Chantilly,VA,20151,2118,FAIRFAX,169,USCGeocoder,125.002,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40587317.75,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,38.888306,-77.453725,Relaxed;Soundex
72593,Harris Teeter 398,735 N Saint Asaph St,,Alexandria,VA,22314,1911,ALEXANDRIA,170,USCGeocoder,109.3813,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2895.806086,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81210902,-77.0441922,Exact
72814,SAN MIGUEL MARKET,5900 Leesburg Pike,Ste C,Falls Church,VA,22041,2229,FAIRFAX,171,USCGeocoder,15.6295,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14702.2392,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.8544325,-77.13557429,Relaxed
73413,WHOLE FOODS MARKET 10056,8402 Old Keene Mill Rd,,Springfield,VA,22152,2302,FAIRFAX,172,USCGeocoder,15.6246,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40873.17146,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.77967443,-77.2356576,Relaxed
73477,YAS BAKERY & GROCERY,137 Church St NW,,Vienna,VA,22180,4508,FAIRFAX,173,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1023.624072,ArealInterpolationGeometricCentroid,Parcel,93.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.90149129,-77.2677501,Relaxed
74458,HAN AH REUM SUPERMARKET,8103 Lee Hwy,,Falls Church,VA,22042,1111,FAIRFAX,174,USCGeocoder,31.2509,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4559.445403,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.87489028,-77.22457634,Relaxed
76738,7-eleven Store 10787B,8629 Richmond Hwy,,Alexandria,VA,22309,4201,FAIRFAX,175,USCGeocoder,15.6256,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1526.164225,ArealInterpolationGeometricCentroid,Parcel,96,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.72285301,-77.11983517,Relaxed
77659,Great Wall Supermarket of VA,2982 Gallows Rd,,Falls Church,VA,22042,1018,FAIRFAX,176,USCGeocoder,46.8777,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5038.420447,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.8697508,-77.22734187,Relaxed
79478,MOM's Organic Market 3,3831 Mount Vernon Ave,,Alexandria,VA,22305,2410,ALEXANDRIA,177,USCGeocoder,15.6351,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1309.631472,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84088078,-77.06304694,Exact
79760,Whole Foods Market 10185,1700 Duke St,,Alexandria,VA,22314,6103,ALEXANDRIA,178,USCGeocoder,31.2567,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1173.07046,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80423381,-77.05954441,Exact
81021,FAIR PRICE,5703 Edsall Rd,Unit C,Alexandria,VA,22304,4711,ALEXANDRIA,179,USCGeocoder,15.6359,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4401.066525,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80777957,-77.13019449,Exact
81070,LA BODEGA,6170 Arlington Blvd,,Falls Church,VA,22044,2902,FAIRFAX,180,USCGeocoder,15.6227,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5304.761784,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.87129084,-77.15277328,Relaxed
81921,ALDI 180,5725 Columbia Pike,,Columbia Pike,VA,22041,2901,FAIRFAX,181,USCGeocoder,15.6284,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3243.100588,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.85119336,-77.127365,Relaxed
81995,Americana Grocery of VA,6128 Columbia Pike,,Falls Church,VA,22041,3608,FAIRFAX,182,USCGeocoder,15.6241,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3844.638956,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84448956,-77.14157412,Relaxed
83460,Walmart 2015,13059 Fair Lakes Parkway,,Fairfax,VA,22033,,FAIRFAX,183,USCGeocoder,109.3863,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19769530.29,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,38.879674,-77.388079,Relaxed;Soundex
84585,Target 1005,10301 New Guinea Rd,,Fairfax,VA,22032,3268,FAIRFAX,184,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,41996.2158,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.79880016,-77.30114228,Relaxed
84740,TARGET STORES 1088,12197 Sunset Hills Rd,,Reston,VA,20190,3208,FAIRFAX,185,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,68598.78324,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.95490449,-77.37043533,Exact
84925,Harris Teeter 308,2675 Avenir Pl,,Vienna,VA,22180,7176,FAIRFAX,186,USCGeocoder,93.7611,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15070035.28,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,38.896094,-77.256034,Relaxed;Soundex
85205,Safeway 1689,413 Elden St,,Herndon,VA,20170,4512,FAIRFAX,187,USCGeocoder,15.631,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3092.389757,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.96748491,-77.37435087,Exact
86315,Shoppers Food Warehouse 2384,9409 Lorton Market St,,Lorton,VA,22079,1963,FAIRFAX,188,USCGeocoder,15.6239,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3565.918675,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.70120644,-77.2218328,Exact
88091,7-Eleven Inc F 27672A,4970 Columbia Pike,,Arlington,VA,22204,2905,ARLINGTON,189,USCGeocoder,0,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1112.938392,ArealInterpolationGeometricCentroid,Parcel,99,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,38.855837,-77.1115108,Relaxed
88277,7-Eleven Inc F 10725A,4949 Seminary Rd,,Alexandria,VA,22311,1835,ALEXANDRIA,190,USCGeocoder,31.2502,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,643.2394024,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.83265343,-77.11555092,Exact
88285,7-Eleven Inc F 10719A,1025 W Glebe Rd,,Alexandria,VA,22305,1458,ALEXANDRIA,191,USCGeocoder,15.6287,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9961.065878,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.84266789,-77.07533645,Exact
89115,7-Eleven Inc F 10779A,2 S Jordan St,,Alexandria,VA,22304,4914,ALEXANDRIA,192,USCGeocoder,15.6165,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3166.770789,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81191203,-77.10954005,Exact
89826,The Fresh Market 174,3680 King St,,Alexandria,VA,22302,1908,ALEXANDRIA,193,USCGeocoder,15.6201,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6461.441201,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.82988943,-77.09139619,Exact
89972,La Despensa Grocery LLC,2903 Arlington Dr,,Alexandria,VA,22306,2325,FAIRFAX,194,USCGeocoder,15.625,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4633.8405,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.75458071,-77.08107198,Relaxed
90059,EL GRANDE,6901 Hechinger Dr,,Springfield,VA,22151,4105,FAIRFAX,195,USCGeocoder,62.5034,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1365.490169,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.79544354,-77.1830194,Exact
90214,African Grocery And Meat Market,6243 Little River Tpke,,Alexandria,VA,22312,1716,FAIRFAX,196,USCGeocoder,31.2533,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2524.457551,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.81702823,-77.14060895,Exact
90277,FRIENDLY MART,2727 Duke St,,Alexandria,VA,22314,4589,ALEXANDRIA,197,USCGeocoder,0,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2810.451955,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.80705252,-77.0775424,Exact
90417,MAKOLA INTERNATIONAL MARKET,7856 Richmond Hwy,,Alexandria,VA,22306,7824,FAIRFAX,198,USCGeocoder,31.256,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4998.323687,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.74402493,-77.08429176,Relaxed
