objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,co_sponsor,type,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,no_photo_id_required,no_registration_required,restricted_access_only_members_o,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,income_maximum_for_eligibility,delivery_available,prepared_meals,grocery_items,fresh_produce,languages_spoken_other_than_engl,other_services_provided_diapers,other_services_provided_baby_for,other_services_provided_financia,other_services_provided_clothing,other_services_provided,metro,bus,store_type,loctype_fresh
235206,Harris Teeter 413,4550 King Street,,Alexandria,VA,22203,ARLINGTON,3973846.5,60,38.87512589,-77.11960602,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
239934,Cvs Pharmacy 11191,4060 Campbell Ave,,Arlington,VA,22206,ARLINGTON,3785.1223,100,38.84076309,-77.08796692,Exact,SNAP-retailer,1,,,Convenience store/Other retail,,,,,,,,,,,,,,,,,0,,,,,,,,,Convenience store/Other retail,SNAP-retailer without fresh produce
239995,Cvs Pharmacy 11752,750 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,5308.4189,100,38.87947464,-77.11386871,Exact,SNAP-retailer,1,,,Convenience store/Other retail,,,,,,,,,,,,,,,,,0,,,,,,,,,Convenience store/Other retail,SNAP-retailer without fresh produce
240659,Target Store T3257,740 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,3338.5278,100,38.87948227,-77.11309814,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,SNAP-retailer with fresh produce
242739,7-Eleven 10734B,17 S Carlin Springs Rd,,Arlington,VA,22204,ARLINGTON,1811.106,100,38.86578751,-77.12839508,Exact,SNAP-retailer,1,,,Convenience store/Other retail,,,,,,,,,,,,,,,,,0,,,,,,,,,Convenience store/Other retail,SNAP-retailer without fresh produce
244711,7-Eleven 38212A 38212A,5747 Lee Hwy,,Arlington,VA,22207,ARLINGTON,1136.6062,100,38.89506531,-77.14390564,Exact,SNAP-retailer,1,,,Convenience store/Other retail,,,,,,,,,,,,,,,,,0,,,,,,,,,Convenience store/Other retail,SNAP-retailer without fresh produce
1,Afac Headquarters,2708 S. Nelson St,,Arlington,VA,22206,ARLINGTON,527.18018,94.857986,38.84357071,-77.08937073,Relaxed,Charitable food-site,0,AFAC,NA,Food pantry,Open Mon-Sat. Participants can visit once per week.,"Mon-Fri, Sat","9:30 AM - 2 PM, Sat 9-11 AM",Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from. Deliveries available to elderly, dis","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",1,0,0,0,0,0,0,1,0,1,1,NA,0,0,0,0,0,NA,"ART 72, 75, 77; Metrobus 7, 22A,  23A",Misc,Charitable food-site with fresh produce
2,Assembly Of God Church,4501 N. Pershing Dr.,,Arlington,VA,22203,ARLINGTON,11843.679,100,38.86917114,-77.11106873,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,"Fridays until July 30, 2021",10:30 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",1,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,NA,"ART 41, 72; Metrobus 4B, 22A",Church/Mosque/Community Center,Charitable food-site with fresh produce
3,Clarendon United Methodist Church,606 N. Irving St,,Arlington,VA,22201,ARLINGTON,6618.9507,100,38.88042068,-77.09709167,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Saturday,8:30 - 10:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",1,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,"Clarendon, Virginia Square","ART 41, 42, 77; Metrobus 4B, 38B",Church/Mosque/Community Center,Charitable food-site with fresh produce
4,Claridge House Senior Apartments,1500 S Fern St,,Arlington,VA,22202,ARLINGTON,12542.258,95.857986,38.85911179,-77.05675507,Relaxed,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Monday,10:30 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Claridge House Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Aging & Disability Services (DHS) to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"PentagonCity, Crystal City","ART 43, 87; Metrobus 10A, 23A",Apartments,Charitable food-site with fresh produce
5,Hunters Park Senior Apartments (Ahc),2021 N. Nelson St,,Arlington,VA,22207,ARLINGTON,5295.7476,100,38.8952713,-77.1051712,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Tuesday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Hunter's Park Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,0,0,NA,ART 55,Apartments,Charitable food-site with fresh produce
6,Woodland Hill Senior Apartments,610 S. Carlin Springs Rd.,,Arlington,VA,22204,ARLINGTON,11846.209,100,38.8603363,-77.12819672,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Tuesday,12:30 - 2:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Woodland Hill Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Woodland Hill Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,NA,0,0,0,0,0,NA,"ART 45, 75; Metrobus 4B 16G, 25B",Apartments,Charitable food-site with fresh produce
7,The Carlin Senior Apartments,4300 N Carlin Springs Rd,,Arlington,VA,22203,ARLINGTON,3885.9751,95.857986,38.87717056,-77.11170197,Relaxed,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Thursday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of The Carlin Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from The Carlin Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Ballston,"ART 41, 42, 51, 52, 72, 75; Metrobus 1A, 2A, 4B, 10B, 22A, 25B, 38B",Apartments,Charitable food-site with fresh produce
8,Culpepper Gardens Senior Apartments,4435 N Pershing Dr,,Arlington,VA,22203,ARLINGTON,2128.6377,95.857986,38.8710289,-77.11122894,Relaxed,Charitable food-site,0,AFAC,NA,Food pantry,Every other week,Friday,12:30 - 2 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Culpepper Gardens Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Culpepper Gardens Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 41,72; Metrobus 4B, 10B, 22A, 23A",Apartments,Charitable food-site with fresh produce
9,Arlington Mill Community Center (Cop),909 S Dinwiddie St,,Arlington,VA,22204,ARLINGTON,2260.2388,100,38.85667038,-77.11264038,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Monday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.  Diapers provided at this location,",Open to all residents of the Arlington Mill and Barcroft neighborhoods. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program to visit this location weekly.,1,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,NA,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Charitable food-site with fresh produce
10,Columbia Hills & Columbia Grove Apartments (Apah),1010 S. Frederick St.,,Arlington,VA,22204,ARLINGTON,5544.2275,100,38.85377884,-77.11506653,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Tuesday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to APAH residents who live at Columbia Hills or Columbia Grove properties. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.,1,0,0,1,0,0,0,1,0,1,1,NA,0,0,0,0,0,NA,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A, 25B, 28A",Apartments,Charitable food-site with fresh produce
11,The Apex Apartments (Ahc),2910 S. Glebe Rd,,Arlington,VA,22206,ARLINGTON,8306.0059,100,38.84469604,-77.06943512,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Wednesday,9 - 11 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at The Apex. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,NA,0,0,0,0,0,NA,"ART 87; Metrobus 10A/B, 23A",Apartments,Charitable food-site with fresh produce
12,Whitefield Csc (Wesley Housing),106 N. Thomas St.,,Arlington,VA,22203,ARLINGTON,7877.7622,100,38.87100601,-77.10475159,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Wednesday,10 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to Wesley Housing residents who live at Whitefield or Colonial Village apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Wesley Housing to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 41,72; Metrobus 4B, 10B, 22A",Apartments,Charitable food-site with fresh produce
13,Woodbury Park & The Frederick Apartments (Ahc),2306 11th St N,,Arlington,VA,22201,ARLINGTON,20378.186,100,38.88469315,-77.0871582,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Thursday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at Woodbury Park & The Frederick apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,NA,0,0,0,0,0,"Clarendon, Courthouse","ART 41, 42, 45,77; Metrobus 4B, 38B",Apartments,Charitable food-site with fresh produce
14,Marbella Apartments (Apah),1301 N. Queen St,,Arlington,VA,22209,ARLINGTON,2062.5278,100,38.88927841,-77.07728577,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Thursday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to APAH residents who live at Marbella, Courthouse Crossing, and Parc Rosslyn Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.",1,0,0,1,0,0,0,1,0,1,1,NA,0,0,0,0,0,Courthouse,"ART 41, 45, 47; Metrobus 4B, 38B",Apartments,Charitable food-site with fresh produce
15,Gates Of Ballston Apartments (Ahc/Cop),4108 4th St N,,Arlington,VA,22203,ARLINGTON,7054.6279,100,38.87537766,-77.10749054,Exact,Charitable food-site,0,AFAC,NA,Food pantry,Weekly,Friday,11:30 AM - 2:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to all residents of the Buckingham. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program or AHC Resident Services to visit this location weekly.,1,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,NA,"ART 41, 42, 72, 75; Metrobus 1A, 4B, 10B, 22A, 23A, 25B",Apartments,Charitable food-site with fresh produce
16,Community Church Of God,790 South Carlin Springs Road,,Arlington,VA,22204,ARLINGTON,1586.0214,98.99408,38.85700226,-77.12596893,Relaxed,Charitable food-site,0,Arlington Bridge Builders,Community Church of God,Food pantry,3 times weekly. Participants can come once a week.,"Wed, Thurs, Fri",10 AM - 5 PM (by appointment),Year-round,Visitors receive a box worth of pantry staples. Occasionally other items such as meat and vegetables are available. Families can come weekly as needed. Call or text the food pantry manager to set up an appointment or arrange for delivery if needed.,Open to all,0,1,0,0,0,0,0,1,0,1,0,NA,0,0,1,0,0,NA,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 25B, 28A",Church/Mosque/Community Center,Charitable food-site without fresh produce
17,Courthouse Parking Lot,1400 N. Courthouse Rd.,,Arlington,VA,22201,ARLINGTON,6058556.5,60,38.88734436,-77.09883881,Relaxed;Soundex,Charitable food-site,1,Arlington Courthouse Farmer's Market,FreshFarm,Discount grocery pick-up site,Weekly,Saturday,9 AM - 12 PM (Jan - Mar)  8:30 - 12:30 (Apr - Dec),Year-round,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.",NA,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Courthouse,"ART 41, 43, 45, 55, 77; Metrobus 4B, 38B",Misc,Charitable food-site with fresh produce
18,Abingdon Elementary School,3035 South Abingdon St.,,Arlington,VA,22206,ARLINGTON,43251.676,99,38.83965302,-77.09622192,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 72, 77; Metrobus 7A/F/Y, 22A",School,Charitable food-site with fresh produce
19,Arlington Career Center,816 S. Walter Reed Dr.,,Arlington,VA,22204,ARLINGTON,4240.4282,100,38.86549377,-77.08773804,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 41, 42, 45, 77; Metrobus 10B, 16A/C/E/G/H, 23A,",Misc,Charitable food-site with fresh produce
20,Ashlawn Elementary School,5950 8th Rd. N.,,Arlington,VA,22205,ARLINGTON,7932.7231,100,38.87343597,-77.13588715,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,Metrobus 1A,School,Charitable food-site with fresh produce
21,Barcroft Elementary School,625 S. Wakefield St.,,Arlington,VA,22204,ARLINGTON,20742.229,99,38.86190796,-77.10744476,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 41,72; Metrobus 16A/C/E/G/H, 22A",School,Charitable food-site with fresh produce
22,Barrett Elementary School,4401 N. Henderson Rd.,,Arlington,VA,22203,ARLINGTON,19912.406,100,38.87302017,-77.1124115,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 41; Metrobus 4B, 10B, 22A, 22A/B,23T, 25B",School,Charitable food-site with fresh produce
23,Campbell Elementary School,737 S. Carlin Springs Rd.,,Arlington,VA,22204,ARLINGTON,34321.418,99,38.85836029,-77.12549591,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 41, 45; Metrobus 16A/C/E/G, 25B, 28A",School,Charitable food-site with fresh produce
24,Dr. Charles R. Drew Elementary School,3500 South 23rd St.,,Arlington,VA,22206,ARLINGTON,2234.0547,99.349113,38.84899902,-77.08574677,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 84, 87; Metrobus 10B, 23 A/B/T",School,Charitable food-site with fresh produce
25,Glebe Elementary School,1770 N. Glebe Rd.,,Arlington,VA,22207,ARLINGTON,28346.348,100,38.89237976,-77.12142944,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 52, 55, 72; Metrobus 23A/T",School,Charitable food-site with fresh produce
26,Gunston Middle School,2700 S. Lang St.,,Arlington,VA,22206,ARLINGTON,79579.867,99,38.84795761,-77.06873322,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 87; Metrobus 10A/B, 23A/B",School,Charitable food-site with fresh produce
27,Hoffman-Boston Elementary School,1415 S. Queen St.,,Arlington,VA,22204,ARLINGTON,1718.7273,100,38.86153793,-77.07253265,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 42; Metrobus 16A/C/E/G,",School,Charitable food-site with fresh produce
28,Kenmore Middle School,200 S. Carlin Springs Rd.,,Arlington,VA,22204,ARLINGTON,2056.96,100,38.86449814,-77.1288147,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"Art 75; Metrobus 4B, 25B",School,Charitable food-site with fresh produce
29,Randolph Elementary School,1306 S. Quincy St.,,Arlington,VA,22204,ARLINGTON,3487.4409,100,38.85696411,-77.09796143,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,"ART 41, 45, 72, 84; Metrobus 16A/C/E/G/H, 22A/B",School,Charitable food-site with fresh produce
30,The Heights,1601 Wilson Blvd.,,Arlington,VA,22209,ARLINGTON,10382.041,100,38.89483261,-77.07761383,Exact,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Rosslyn/Courthouse,"ART 41, 45, 55, 77; Metrobus 4B, 5A, 38B",Apartments,Charitable food-site with fresh produce
31,Yorktown High School,5200 Yorktown Blvd.,,Arlington,VA,22207,ARLINGTON,7224.0083,97.928993,38.90346909,-77.13942719,Relaxed,Charitable food-site,0,Arlington Public Schools,NA,School meals,3 times weekly,"Mon/Wed/Fri, July 7 until school starts",11 AM - 12 PM,July 7 until school starts,"Two breakfasts and two lunches are provided, including one hot lunch for children under 18. All meals include milk, fruits or vegetables and whole grains. Pickup meals at the tables outside the school entrance.",Child under 18,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,ART 52,School,Charitable food-site with fresh produce
32,Salvation Army Of Arlington,518 S. Glebe Rd,,Arlington,VA,22204,ARLINGTON,2839.9529,99,38.86648941,-77.09539795,Relaxed,Charitable food-site,0,Arlington Salvation Army,NA,Food pantry,Weekly. Participants can come once a month,Thursday,9:30-11:30 AM and 1:30-3:30 PM,Year-round,"Regular offerings include cereal, rice, beans, canned vegetables, pasta. Occasionally also have protein, eggs, and fresh produce. Registered clients can come once per month. Also provides diapers.","Bring photo ID on first visit, and fill out an application. Must live in Virginia. To receive diapers, bring an identification for the child (birth certificate, social security card, insurance card, etc.)",1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,NA,"ART 41, 77; Metrobus 10B 23A/B/T",Misc,Charitable food-site with fresh produce
33,Welburn Square,901 N Taylor St,,Arlington,VA,22203,ARLINGTON,5087.0073,96.00592,38.88114166,-77.11249542,Relaxed,Charitable food-site,1,Ballston Farmer's Market,FreshFarm,Discount grocery pick-up site,Weekly,Thursday,3 - 7 PM,April 1 - Nov. 18,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.",NA,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 41, 42, 51; Metrobus 1A, 2A, 10B, 22A, 23A/B/T, 25B, 38B",Misc,Charitable food-site with fresh produce
34,Arlington Mill Community Center,909 S Dinwiddie St,,Arlington,VA,22204,ARLINGTON,2260.2388,100,38.85667038,-77.11264038,Exact,Charitable food-site,0,Capital Area Food Bank,NA,Food pantry,Monthly,3rd Saturday of the month,0.375,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Charitable food-site with fresh produce
35,Women'S Club Of Arlington,700 S Buchanan St,,Arlington,VA,22204,ARLINGTON,2694.7407,99,38.8600502,-77.11058807,Relaxed,Charitable food-site,0,Capital Area Food Bank,Communities in Schools of Northern Virginia,Food pantry,Monthly,2nd Thursday of the month,3 - 5 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,NA,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Charitable food-site with fresh produce
36,Joint Base Myer-Henderson Hall Community Center,228 McNair Rd,,Arlington,VA,22211,ARLINGTON,11603.082,100,38.87977219,-77.08023834,Exact,Charitable food-site,0,Capital Area Food Bank,USO,Food pantry,Monthly,3rd Thursday of the Month,"11:30 AM-1:30 PM11:30 AM - 12:30 PM Active Duty12:30 - 1:30 PM Retirees, veterans, and families",Year-round,Fresh produce and shelf stable pantry items,"Active Duty military, veterans and their families. Must show ID to get on post.",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 42, 47 (across Rt. 50)",Misc,Charitable food-site with fresh produce
37,Cathedral Of St. Thomas More,3901 Cathedral Ln,,Arlington,VA,22203,ARLINGTON,6734.0107,97.928993,38.87078094,-77.10266876,Relaxed,Charitable food-site,0,Capital Area Food Bank,NA,Food pantry,Monthly,3rd Thursday of the Month,5 - 7 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 41, 72; Metrobus 4B, 10B, 22A, 23A/B/T",Church/Mosque/Community Center,Charitable food-site with fresh produce
38,Mt. Olive Baptist Church,1601 13th Rd. S,,Arlington,VA,22204,ARLINGTON,2410.9075,100,38.86256027,-77.07077789,Exact,Charitable food-site,0,Capital Area Food Bank,NA,Food pantry,Monthly,3rd Saturday of the month,10 AM - 12 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,"ART 42; Metrobus 16A/C/E/G/H,",Church/Mosque/Community Center,Charitable food-site with fresh produce
39,Lockwood Elmwood House Apartments,600 N Madison St,,Arlington,VA,22203,ARLINGTON,6824.7231,100,38.86976242,-77.14173126,Exact,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,NA,Food pantry,Monthly,3rd Tuesday of the month,NA,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,NA,"Metrobus 1A, 4B",Apartments,Charitable food-site with fresh produce
